        2015/12/06,     105
        2015/12/07,     105
        2015/12/08,     98
        2015/12/09,     76
        2015/12/10,     59
        2015/12/11,     70
        2015/12/12,     76
        2015/12/13,     68
        2015/12/14,     76
        2015/12/15,     74
        2015/12/16,     114
        2015/12/17,     136
        2015/12/18,     118
        2015/12/19,     122
        2015/12/20,     116
        2015/12/21,     104
        2015/12/22,     130
        2015/12/23,     106
        2015/12/24,     98
        2015/12/25,     96
        2015/12/26,     131
        2015/12/27,     118
        2015/12/28,     89
        2015/12/29,     75
        2015/12/30,     69
        2015/12/31,     78
        2016/01/01,     41
        2016/01/02,     54
        2016/01/03,     69
        2016/01/04,     57
        2016/01/05,     68
        2016/01/06,     26
        2016/01/07,     61
        2016/01/08,     54
        2016/01/09,     56
        2016/01/10,     69
        2016/01/11,     48
        2016/01/12,     58
        2016/01/13,     50
        2016/01/14,     35
        2016/01/15,     24
        2016/01/16,     27
        2016/01/17,     -10
        2016/01/18,     -33
        2016/01/19,     -25
        2016/01/20,     12
        2016/01/21,     -12
        2016/01/22,     9
        2016/01/23,     66
        2016/01/24,     77
        2016/01/25,     107
        2016/01/26,     92
        2016/01/27,     109
        2016/01/28,     67
        2016/01/29,     85
        2016/01/30,     74
        2016/01/31,     68
        2016/02/01,     115
        2016/02/02,     89
        2016/02/03,     50
        2016/02/04,     51
        2016/02/05,     87
        2016/02/06,     94
        2016/02/07,     85
        2016/02/08,     85
        2016/02/09,     53
        2016/02/10,     48
        2016/02/11,     38
        2016/02/12,     27
        2016/02/13,     18
        2016/02/14,     14
        2016/02/15,     23
        2016/02/16,     -3
        2016/02/17,     -13
        2016/02/18,     13
        2016/02/19,     39
        2016/02/20,     82
        2016/02/21,     104
        2016/02/22,     68
        2016/02/23,     43
        2016/02/24,     23
        2016/02/25,     18
        2016/02/26,     21
        2016/02/27,     22
        2016/02/28,     22
        2016/02/29,     13
        2016/03/01,     20
        2016/03/02,     53
        2016/03/03,     39
        2016/03/04,     10
        2016/03/05,     5
        2016/03/06,     30
        2016/03/07,     25
        2016/03/08,     36
        2016/03/09,     44
        2016/03/10,     41
        2016/03/11,     32
        2016/03/12,     31
        2016/03/13,     39
        2016/03/14,     41
        2016/03/15,     46
        2016/03/16,     44
        2016/03/17,     57
        2016/03/18,     52
        2016/03/19,     62
        2016/03/20,     68
        2016/03/21,     72
        2016/03/22,     76
        2016/03/23,     76
        2016/03/24,     79
        2016/03/25,     65
        2016/03/26,     95
        2016/03/27,     91
        2016/03/28,     97
        2016/03/29,     78
        2016/03/30,     81
        2016/03/31,     76
        2016/04/01,     72
